id,temp,rate
S28,18,0.462028877
S25,18,1.596099756
S18,18,1.008063004
S16,18,0.588036752
S15,18,0.378023626
S11,18,0.126007875
S28,22,0.630039377
S25,22,0.336021001
S18,22,0.252015751
S16,22,0.252578286
S15,22,0.630039377
S11,22,0.252015751
S28,26,0.756047253
S25,26,0.126007875
S18,26,0.378023626
S16,26,0.504031502
S15,26,0.210013126
S11,26,0.378023626
